lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
9,1646,41645,1,2892,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1636,41645,1,2557,2018,below,open,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1645,41645,1,2830,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1641,41645,1,2731,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1647,41645,1,2920,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1638,41645,1,2644,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1635,41645,1,2528,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1640,41645,1,2697,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1643,41645,1,2785,2018,below,shrub,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
9,1631,41645,1,2364,2018,above,open,288.4349976,3.39325,683,0.005055,0.0586259,0.20592,378092,181,259821.5015,3889161.45,-119.635488,35.116685,f,26.85,94,intact,196,2,c(806640.881223395, 3891165.6892862)
v,7175,54594,0,NA,2016,below,shrub,105.2549973,4.0760598,695,0.000823,0.10931,0.211747,379191,9446,259841.5015,3889941.45,-119.635495,35.123716,m,33.5,93,NA,NA,NA,c(806613.856020225, 3891945.85224997)
99,3075,42309,0,NA,2018,above,shrub,296.5650024,3.1996,681,0.0029667,0.0968216,0.188736,377427,9039,259821.5015,3889201.45,-119.6355,35.117045,f,22.79,92,intact,178,3,c(806638.436171099, 3891205.59913985)
v,7271,54926,0,NA,2016,below,shrub,108.4349976,4.5202298,696,0.0012111,0.0554405,0.210462,379318,5627,259841.5015,3889961.45,-119.635501,35.123896,m,33.5,93,NA,NA,NA,c(806612.633424642, 3891965.8071902)
16,33381,55590,1,2108,2018,above,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,33441,55590,1,2295,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,3346,55590,1,2338,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,3345,55590,1,2312,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,3343,55590,1,2269,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,3339,55590,1,2139,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,33421,55590,1,2244,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,33401,55590,1,2173,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
16,3341,55590,1,2199,2018,below,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,27.52,103,intact,202,22,c(806610.188231641, 3892005.71707168)
20,3338,55590,0,2108,2018,above,open,135,5.0511498,698,0.0014571,0.0331007,0.223325,380443,4136,259841.5015,3890001.45,-119.635513,35.124256,f,33.69,108,intact,192,11,c(806610.188231641, 3892005.71707168)
i,7550,55922,0,NA,2016,below,shrub,125.538002,3.0775199,699,0.0012661,0.0137499,0.230686,380449,83,259841.5015,3890021.45,-119.635518,35.124436,f,23.5,93,NA,NA,NA,c(806609.056801003, 3892025.67509662)
47,7643,56254,0,NA,2018,below,shrub,104.0360031,2.95035,699,0.0009336,0.0095177,0.233814,379750,4245,259841.5015,3890041.45,-119.635524,35.124617,NA,NA,NA,NA,NA,NA,c(806607.830449445, 3892045.74100178)
540,76431,56254,0,NA,2017,below,open,104.0360031,2.95035,699,0.0009336,0.0095177,0.233814,379750,4245,259841.5015,3890041.45,-119.635524,35.124617,NA,NA,NA,NA,NA,NA,c(806607.830449445, 3892045.74100178)
919,3698,44301,0,NA,2017,above,shrub,198.4349976,3.39325,689,0,0.0067164,0.209804,380915,8009,259821.5015,3889321.45,-119.635534,35.118126,m,43,101,tail whole,NA,NA,c(806631.279594501, 3891325.44583931)
7,3810,44633,0,NA,2018,above,shrub,215.5379944,3.0775199,690,8.20E-06,0.003143,0.212771,380677,5333,259821.5015,3889341.45,-119.63554,35.118306,NA,NA,NA,NA,NA,NA,c(806630.057063351, 3891345.40076868)
a,4756,47289,0,NA,2016,above,shrub,261.8699951,2.5304899,693,0.0001001,0.0017598,0.240585,379751,3451,259821.5015,3889501.45,-119.635587,35.119748,m,24.5,95,NA,NA,NA,c(806620.360458555, 3891505.26522637)
22,15961,37328,0,NA,2018,below,shrub,315,0.506415,681,0,0.0252295,0.229056,379107,3073,259801.5015,3888901.45,-119.635632,35.114338,f,28.94,97,intact,190,27,c(806636.558736973, 3890904.81403312)
p,5644,49945,0,NA,2016,below,shrub,255.9640045,2.95035,695,3.10E-06,0.0044405,0.231671,379783,4212,259821.5015,3889661.45,-119.635633,35.121189,f,41.5,104,NA,NA,NA,c(806610.75873436, 3891665.02182577)
p,5759,50277,0,NA,2016,below,shrub,245.5559998,4.3187199,696,0,0.0053135,0.233045,380031,9753,259821.5015,3889681.45,-119.635639,35.121369,f,41.5,104,NA,NA,NA,c(806609.536192179, 3891684.97676092)
o,5875,50609,0,NA,2016,below,shrub,265.6010132,4.65874,696,0,0.0095719,0.231248,379016,611,259821.5015,3889701.45,-119.635645,35.121549,m,39.5,106,NA,NA,NA,c(806608.313649387, 3891704.9316964)
r,2092,38988,0,NA,2016,above,shrub,246.8009949,2.7251401,682,0.0002285,0.0138597,0.232796,379656,9457,259801.5015,3889001.45,-119.635661,35.115239,f,25,89,NA,NA,NA,c(806630.533790376, 3891004.70269275)
176,9912,39320,1,2445,2018,above,open,288.4349976,3.39325,682,0.0004447,0.0796571,0.237088,378218,9413,259801.5015,3889021.45,-119.635667,35.115419,NA,NA,NA,NA,NA,NA,c(806629.311314055, 3891024.65761636)
s,991,39320,0,2445,2016,above,open,288.4349976,3.39325,682,0.0004447,0.0796571,0.237088,378218,9413,259801.5015,3889021.45,-119.635667,35.115419,f,29.5,96,NA,NA,NA,c(806629.311314055, 3891024.65761636)
176,1205,39984,1,2593,2018,above,open,276.3399963,3.23927,680,0.0015032,0.0502051,0.216402,378249,6573,259801.5015,3889061.45,-119.635678,35.11578,NA,NA,NA,NA,NA,NA,c(806626.953783713, 3891064.68151128)
176,13121,40316,1,2030,2018,below,open,251.5650024,3.39325,681,0.0023212,0.0173537,0.205986,379331,6415,259801.5015,3889081.45,-119.635684,35.11596,NA,NA,NA,NA,NA,NA,c(806625.731305344, 3891084.63643592)
176,13112,40316,1,1983,2018,above,shrub,251.5650024,3.39325,681,0.0023212,0.0173537,0.205986,379331,6415,259801.5015,3889081.45,-119.635684,35.11596,NA,NA,NA,NA,NA,NA,c(806625.731305344, 3891084.63643592)
v,1311,40316,0,1983,2016,above,shrub,251.5650024,3.39325,681,0.0023212,0.0173537,0.205986,379331,6415,259801.5015,3889081.45,-119.635684,35.11596,m,33.5,93,NA,NA,NA,c(806625.731305344, 3891084.63643592)
176,13852,40648,1,2783,2018,below,shrub,251.5650024,4.5202298,681,0.0033688,0.0172658,0.21284,378975,8059,259801.5015,3889101.45,-119.63569,35.11614,NA,NA,NA,NA,NA,NA,c(806624.508826364, 3891104.59136089)
176,1388,40648,1,3145,2018,above,shrub,251.5650024,4.5202298,681,0.0033688,0.0172658,0.21284,378975,8059,259801.5015,3889101.45,-119.63569,35.11614,NA,NA,NA,NA,NA,NA,c(806624.508826364, 3891104.59136089)
176,1387,40648,1,3126,2018,below,open,251.5650024,4.5202298,681,0.0033688,0.0172658,0.21284,378975,8059,259801.5015,3889101.45,-119.63569,35.11614,NA,NA,NA,NA,NA,NA,c(806624.508826364, 3891104.59136089)
176,1386,40648,1,2831,2018,below,open,251.5650024,4.5202298,681,0.0033688,0.0172658,0.21284,378975,8059,259801.5015,3889101.45,-119.63569,35.11614,NA,NA,NA,NA,NA,NA,c(806624.508826364, 3891104.59136089)
n,1385,40648,0,2783,2016,below,shrub,251.5650024,4.5202298,681,0.0033688,0.0172658,0.21284,378975,8059,259801.5015,3889101.45,-119.63569,35.11614,f,29,97,NA,NA,NA,c(806624.508826364, 3891104.59136089)
176,1435,40980,1,2743,2018,above,open,254.0549927,5.1996698,682,0.0042665,0.0193514,0.219142,378747,9537,259801.5015,3889121.45,-119.635696,35.11632,NA,NA,NA,NA,NA,NA,c(806623.286346772, 3891124.5462862)
980,27631,41312,0,NA,2017,below,open,264.8059998,3.94906,682,0.0046529,0.0674022,0.218647,378702,8981,259801.5015,3889141.45,-119.635701,35.1165,m,37,100,"tail tipped, mites",NA,NA,c(806622.155042223, 3891144.50429507)
200,1629,41644,0,1937,2018,above,shrub,278.1300049,2.5304899,682,0.00436,0.0964957,0.198309,378771,9386,259801.5015,3889161.45,-119.635707,35.11668,m,32.86,103,intact,213,10,c(806620.932561206, 3891164.45922106)
9,16292,41644,1,1937,2018,above,shrub,278.1300049,2.5304899,682,0.00436,0.0964957,0.198309,378771,9386,259801.5015,3889161.45,-119.635707,35.11668,f,26.85,94,intact,196,2,c(806620.932561206, 3891164.45922106)
9,1630,41644,1,2613,2018,below,open,278.1300049,2.5304899,682,0.00436,0.0964957,0.198309,378771,9386,259801.5015,3889161.45,-119.635707,35.11668,f,26.85,94,intact,196,2,c(806620.932561206, 3891164.45922106)
16,3329,54925,1,1997,2018,below,open,120.9639969,2.0871301,697,0.0011453,0.0222018,0.219157,380266,8611,259821.5015,3889961.45,-119.63572,35.123891,f,27.52,103,intact,202,22,c(806592.686533537, 3891964.5770662)
16,3332,55257,1,1943,2018,above,open,156.8009949,2.7251401,698,0.0013668,0.0189742,0.215762,380997,2541,259821.5015,3889981.45,-119.635726,35.124071,f,27.52,103,intact,202,22,c(806591.463981563, 3891984.53200644)
12,7549,55921,0,NA,2018,below,shrub,225,1.51893,699,0.0012583,0.0145858,0.224189,380544,8917,259821.5015,3890021.45,-119.635738,35.124432,m,22.65,93,intact,196,15,c(806589.015122712, 3892024.55285152)
13,75491,55921,0,NA,2018,below,open,225,1.51893,699,0.0012583,0.0145858,0.224189,380544,8917,259821.5015,3890021.45,-119.635738,35.124432,m,36.69,113,intact,205,24,c(806589.015122712, 3892024.55285152)
s,7732,56585,0,NA,2016,below,shrub,168.6900024,1.82533,701,0.0006777,0.0170683,0.223721,380977,1402,259821.5015,3890061.45,-119.635749,35.124792,f,29.5,96,NA,NA,NA,c(806586.661180842, 3892064.46581788)
u,77321,56585,0,NA,2016,below,open,168.6900024,1.82533,701,0.0006777,0.0170683,0.223721,380977,1402,259821.5015,3890061.45,-119.635749,35.124792,m,26,82,NA,NA,NA,c(806586.661180842, 3892064.46581788)
44,3809,44632,0,NA,2018,above,shrub,243.4349976,3.1996,689,3.80E-06,0.0020551,0.213789,380003,8607,259801.5015,3889341.45,-119.63576,35.118302,m,32.7,98,kinked,176,6,c(806610.013873221, 3891344.27858046)
39,3927,44964,0,NA,2018,above,shrub,254.7449951,4.0760598,689,2.18E-05,0.0019267,0.213253,379335,8489,259801.5015,3889361.45,-119.635765,35.118482,f,32.24,102,dropped,196,28,c(806608.882559302, 3891364.23659309)
480,4049,45296,0,NA,2017,above,shrub,251.5650024,4.5202298,690,4.42E-05,0.00365,0.213112,379477,215,259801.5015,3889381.45,-119.635771,35.118662,m,23,89,tail whole,NA,NA,c(806607.660071134, 3891384.19152282)
13,4172,45628,0,NA,2018,above,shrub,245.5559998,4.3187199,690,6.24E-05,0.0006607,0.217225,379679,8709,259801.5015,3889401.45,-119.635777,35.118842,m,36.69,113,intact,205,24,c(806606.437582355, 3891404.14645289)
f,4415,46292,0,NA,2016,above,shrub,258.6900024,1.82533,691,6.80E-05,0.000874,0.227771,379817,5800,259801.5015,3889441.45,-119.635789,35.119202,m,35.5,95,NA,NA,NA,c(806603.992602961, 3891444.05631404)
ab,4645,46956,0,NA,2016,above,shrub,236.3099976,2.5805399,692,5.53E-05,0.0004029,0.236284,380312,2853,259801.5015,3889481.45,-119.6358,35.119563,f,29,100,NA,NA,NA,c(806601.635040802, 3891484.0802233)
381,4755,47288,0,NA,2017,above,shrub,258.6900024,1.82533,692,5.93E-05,0.0012767,0.241502,379824,7840,259801.5015,3889501.45,-119.635806,35.119743,f,32.5,96,tail whole,NA,NA,c(806600.412548754, 3891504.03515507)
439,4969,47952,0,NA,2017,above,shrub,213.6900024,2.5805399,693,8.73E-05,0.0018789,0.234491,380687,3537,259801.5015,3889541.45,-119.635818,35.120103,f,32,89,tail tipped?,NA,NA,c(806597.967562824, 3891543.94501962)
40,5302,48948,0,NA,2018,below,shrub,-1,0,696,5.69E-05,0.0015203,0.23105,379986,1164,259801.5015,3889601.45,-119.635835,35.120644,f,27.54,95,intact,192,17,c(806594.387497748, 3891603.92386576)
480,53021,48948,0,NA,2017,below,open,-1,0,696,5.69E-05,0.0015203,0.23105,379986,1164,259801.5015,3889601.45,-119.635835,35.120644,m,23,89,tail whole,NA,NA,c(806594.387497748, 3891603.92386576)
s,53022,48948,0,NA,2016,below,open,-1,0,696,5.69E-05,0.0015203,0.23105,379986,1164,259801.5015,3889601.45,-119.635835,35.120644,f,29.5,96,NA,NA,NA,c(806594.387497748, 3891603.92386576)
v,14981,36995,0,NA,2016,below,shrub,90,0.71616,681,0,0.0381533,0.231204,379253,975,259781.5015,3888881.45,-119.635845,35.114153,m,33.5,93,NA,NA,NA,c(806617.831926838, 3890883.62909578)
841,5643,49944,0,NA,2017,below,shrub,300.9639893,2.0871301,694,7.00E-07,0.0026983,0.234011,378876,7889,259801.5015,3889661.45,-119.635852,35.121184,f,42,109,"tail tipped, one egg",NA,NA,c(806590.811178541, 3891663.79175146)
9,16921,37659,0,NA,2018,below,open,329.0360107,2.0871301,680,0,0.0152803,0.231302,377935,1716,259781.5015,3888921.45,-119.635857,35.114514,f,26.85,94,intact,196,2,c(806615.383317762, 3890923.64990206)
13,1794,37991,0,NA,2018,above,shrub,281.3099976,1.82533,680,5.90E-06,0.141305,0.222784,378901,5425,259781.5015,3888941.45,-119.635863,35.114694,m,36.69,113,intact,205,24,c(806614.160888301, 3890943.60482399)
56,17941,37991,0,NA,2018,below,open,281.3099976,1.82533,680,5.90E-06,0.141305,0.222784,378901,5425,259781.5015,3888941.45,-119.635863,35.114694,m,33.73,100,intact,210,9,c(806614.160888301, 3890943.60482399)
u,17942,37991,0,NA,2016,below,open,281.3099976,1.82533,680,5.90E-06,0.141305,0.222784,378901,5425,259781.5015,3888941.45,-119.635863,35.114694,m,26,82,NA,NA,NA,c(806614.160888301, 3890943.60482399)
23,1894,38323,0,NA,2018,above,shrub,236.3099976,2.5805399,680,3.33E-05,0.107254,0.217139,379696,8894,259781.5015,3888961.45,-119.635868,35.114874,f,14.2,108,intact,191,21,c(806613.029635697, 3890963.56282926)
56,18941,38323,0,NA,2018,below,open,236.3099976,2.5805399,680,3.33E-05,0.107254,0.217139,379696,8894,259781.5015,3888961.45,-119.635868,35.114874,m,33.73,100,intact,210,9,c(806613.029635697, 3890963.56282926)
100,6104,51272,0,NA,2018,below,shrub,307.875,4.0760598,693,0,0.0070899,0.234004,377375,5400,259801.5015,3889741.45,-119.635876,35.121905,f,NA,98,tipped regen,173,1,c(806585.917430344, 3891743.72245632)
480,2091,38987,0,NA,2017,above,shrub,258.6900024,1.82533,681,0.0001498,0.0522298,0.234747,379419,9541,259781.5015,3889001.45,-119.63588,35.115234,m,23,89,tail whole,NA,NA,c(806610.584773314, 3891003.47267482)
u,21751,39319,0,NA,2016,below,open,303.6900024,2.5805399,681,0.0003643,0.117093,0.229735,378207,8019,259781.5015,3889021.45,-119.635886,35.115414,m,26,82,NA,NA,NA,c(806609.362341205, 3891023.42759811)
z,6441,52268,0,NA,2016,below,shrub,213.6900024,2.5805399,694,0,0.0065238,0.216416,380696,3076,259801.5015,3889801.45,-119.635893,35.122445,f,24,102,NA,NA,NA,c(806582.341096253, 3891803.59034916)
176,13101,40315,1,3237,2018,below,shrub,261.8699951,2.5304899,680,0.0020082,0.0181387,0.205955,379108,802,259781.5015,3889081.45,-119.635903,35.115955,NA,NA,NA,NA,NA,NA,c(806605.782465375, 3891083.40641648)
800,1310,40315,0,3237,2017,below,shrub,261.8699951,2.5304899,680,0.0020082,0.0181387,0.205955,379108,802,259781.5015,3889081.45,-119.635903,35.115955,m,42,99,"tail whole, scar behind left eye",NA,NA,c(806605.782465375, 3891083.40641648)
ab,6658,52932,0,NA,2016,below,shrub,270,3.5763299,693,0,0.027735,0.199439,378889,9638,259801.5015,3889841.45,-119.635905,35.122806,f,29,100,NA,NA,NA,c(806579.892338006, 3891843.61118744)
176,1376,40647,1,2919,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,13731,40647,1,2807,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,13841,40647,1,3199,2018,above,shrub,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1380,40647,1,3039,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1379,40647,1,3012,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1375,40647,1,2897,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1374,40647,1,2869,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1382,40647,1,3089,2018,above,shrub,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1378,40647,1,2976,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1383,40647,1,3170,2018,above,shrub,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1377,40647,1,2945,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1381,40647,1,3059,2018,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,NA,NA,NA,NA,NA,NA,c(806604.560030608, 3891103.36134112)
k,1373,40647,0,2807,2016,below,open,263.6600037,3.23927,680,0.0027651,0.0272106,0.213444,378883,8700,259781.5015,3889101.45,-119.635909,35.116135,m,29,104,NA,NA,NA,c(806604.560030608, 3891103.36134112)
176,1543,41311,1,1897,2018,above,shrub,233.1300049,3.5763299,681,0.0035736,0.0890334,0.204968,379801,4736,259781.5015,3889141.45,-119.635921,35.116495,NA,NA,NA,NA,NA,NA,c(806602.115159238, 3891143.27119143)
16,3328,54924,1,1849,2018,below,open,225,0.506415,697,0.0009244,0.0007826,0.224899,380183,1046,259801.5015,3889961.45,-119.63594,35.123886,f,27.52,103,intact,202,22,c(806572.648474119, 3891963.34390311)
16,33312,55256,1,1907,2018,below,open,225,2.0248699,697,0.0011203,0.0035396,0.218449,380582,420,259801.5015,3889981.45,-119.635945,35.124067,f,27.52,103,intact,202,22,c(806571.513380943, 3891983.41288988)
ac,3331,55256,0,1907,2016,below,open,225,2.0248699,697,0.0011203,0.0035396,0.218449,380582,420,259801.5015,3889981.45,-119.635945,35.124067,f,25,96,NA,NA,NA,c(806571.513380943, 3891983.41288988)
m,33311,55256,0,1907,2016,below,open,225,2.0248699,697,0.0011203,0.0035396,0.218449,380582,420,259801.5015,3889981.45,-119.635945,35.124067,m,NA,103,NA,NA,NA,c(806571.513380943, 3891983.41288988)
16,3337,55588,1,1838,2018,above,open,246.8009949,2.7251401,698,0.0011862,0.0237141,0.209103,380278,5671,259801.5015,3890001.45,-119.635951,35.124247,f,27.52,103,intact,202,22,c(806570.29087257, 3892003.36783014)
130,3385,43303,0,NA,2018,above,shrub,198.4349976,3.39325,684,4.63E-05,0.0131778,0.211314,380609,6085,259781.5015,3889261.45,-119.635956,35.117576,m,24.83,101,intact,210,30,c(806594.86795271, 3891263.11479701)
o,7548,55920,0,NA,2016,below,shrub,255.9640045,2.95035,698,0.0011378,0.0441825,0.214755,379947,6547,259801.5015,3890021.45,-119.635957,35.124427,m,39.5,106,NA,NA,NA,c(806569.068363586, 3892023.32277074)
40,7641,56252,0,NA,2018,below,shrub,225,4.0446901,698,0.0009894,0.036237,0.222017,380587,6196,259801.5015,3890041.45,-119.635963,35.124607,f,27.54,95,intact,192,17,c(806567.845853991, 3892043.27771168)
640,7731,56584,0,NA,2017,below,shrub,233.1300049,3.5763299,700,0.0008382,0.0477163,0.219112,380678,5973,259801.5015,3890061.45,-119.635969,35.124787,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(806566.623343786, 3892063.23265296)
35,3808,44631,0,NA,2018,above,shrub,261.8699951,2.5304899,688,1.00E-07,0.003222,0.21736,379516,3589,259781.5015,3889341.45,-119.635979,35.118297,NA,NA,NA,NA,NA,NA,c(806590.065608519, 3891343.04855637)
b,4754,47287,0,NA,2016,above,shrub,243.4349976,1.60105,692,1.76E-05,0.0004093,0.238526,380119,9278,259781.5015,3889501.45,-119.636025,35.119738,f,27,102,NA,NA,NA,c(806580.464638023, 3891502.80512796)
39,4968,47951,0,NA,2018,above,shrub,213.6900024,2.5805399,692,4.35E-05,0.0021796,0.233675,380589,2501,259781.5015,3889541.45,-119.636037,35.120098,f,32.24,102,dropped,196,28,c(806578.019740526, 3891542.71499186)
176,5524,49611,0,NA,2018,below,shrub,326.3099976,2.5805399,695,4.70E-06,0.0033775,0.236317,378309,1754,259781.5015,3889641.45,-119.636066,35.120999,NA,NA,NA,NA,NA,NA,c(806571.994904316, 3891642.60370412)
19,5757,50275,0,NA,2018,below,shrub,281.3099976,3.64697,693,0,0.0029725,0.237488,378616,1814,259781.5015,3889681.45,-119.636078,35.12136,m,36.65,105,tipped,207,13,c(806569.546245438, 3891682.6245363)
c,57571,50275,0,NA,2016,below,open,281.3099976,3.64697,693,0,0.0029725,0.237488,378616,1814,259781.5015,3889681.45,-119.636078,35.12136,m,42.5,107,NA,NA,NA,c(806569.546245438, 3891682.6245363)
b,5873,50607,0,NA,2016,below,shrub,282.9949951,4.7666001,693,0,0.0021874,0.238909,377955,7180,259781.5015,3889701.45,-119.636083,35.12154,f,27,102,NA,NA,NA,c(806568.414961278, 3891702.5825542)
439,1992,38654,0,NA,2017,above,shrub,203.1990051,2.7251401,680,3.40E-05,0.0161924,0.232629,380225,852,259761.5015,3888981.45,-119.636094,35.115049,f,32,89,tail tipped?,NA,NA,c(806591.766965341, 3890982.28469566)
19,6103,51271,0,NA,2018,below,shrub,284.0360107,2.95035,692,0,0.0139851,0.232513,378823,9399,259781.5015,3889741.45,-119.636095,35.1219,m,36.65,105,tipped,207,13,c(806565.970050714, 3891742.4924249)
760,2174,39318,0,NA,2017,above,shrub,329.0360107,2.0871301,680,0.0002193,0.16335,0.223696,377924,1558,259761.5015,3889021.45,-119.636105,35.11541,m,40,111,tail tipped,NA,NA,c(806589.409615609, 3891022.30858749)
439,22681,39650,0,NA,2017,below,open,315,2.5304899,680,0.0006215,0.0597457,0.20798,377897,8010,259761.5015,3889041.45,-119.636111,35.11559,f,32,89,tail tipped?,NA,NA,c(806588.18722709, 3891042.26351079)
j,226811,39650,0,NA,2016,below,open,315,2.5304899,680,0.0006215,0.0597457,0.20798,377897,8010,259761.5015,3889041.45,-119.636111,35.11559,f,23,92,NA,NA,NA,c(806588.18722709, 3891042.26351079)
176,1434,40978,0,1869,2018,above,shrub,243.4349976,3.1996,679,0.0023577,0.0458095,0.199726,379364,1420,259761.5015,3889121.45,-119.636134,35.11631,NA,NA,NA,NA,NA,NA,c(806583.388842755, 3891122.08629021)
176,14341,40978,1,1869,2018,above,shrub,243.4349976,3.1996,679,0.0023577,0.0458095,0.199726,379364,1420,259761.5015,3889121.45,-119.636134,35.11631,NA,NA,NA,NA,NA,NA,c(806583.388842755, 3891122.08629021)
p,6868,53595,0,NA,2016,below,shrub,195.2550049,4.0760598,695,8.50E-06,0.0110053,0.21896,381229,4292,259781.5015,3889881.45,-119.636136,35.123161,f,41.5,104,NA,NA,NA,c(806557.50026018, 3891882.29102965)
