lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
35,2762,41310,0,NA,2018,above,shrub,225,4.0446901,680,0.0023758,0.0760435,0.196969,379936,7721,259761.5015,3889141.45,-119.63614,35.116491,NA,NA,NA,NA,NA,NA,c(806582.162699099, 3891142.15217867)
c,27621,41310,0,NA,2016,below,open,225,4.0446901,680,0.0023758,0.0760435,0.196969,379936,7721,259761.5015,3889141.45,-119.63614,35.116491,m,42.5,107,NA,NA,NA,c(806582.162699099, 3891142.15217867)
k,2966,41974,0,NA,2016,above,shrub,180,0.71616,681,0.0013975,0.0837436,0.20563,379562,1572,259761.5015,3889181.45,-119.636152,35.116851,m,29,104,NA,NA,NA,c(806579.71791369, 3891182.06202968)
40,3072,42306,0,NA,2018,above,shrub,123.6900024,2.5805399,681,0.0007962,0.0695899,0.207639,379468,9344,259761.5015,3889201.45,-119.636157,35.117031,f,27.54,95,intact,192,17,c(806578.586695114, 3891202.02003853)
540,30721,42306,0,NA,2017,below,open,123.6900024,2.5805399,681,0.0007962,0.0695899,0.207639,379468,9344,259761.5015,3889201.45,-119.636157,35.117031,NA,NA,NA,NA,NA,NA,c(806578.586695114, 3891202.02003853)
39,7455,55587,0,NA,2018,below,shrub,251.5650024,1.13226,697,0.0008858,0.0283714,0.210645,380122,1589,259781.5015,3890001.45,-119.63617,35.124242,f,32.24,102,dropped,196,28,c(806550.344068291, 3892002.13779388)
n,3384,43302,0,NA,2016,above,shrub,180,2.8624101,684,6.42E-05,0.0049906,0.213474,380590,5239,259761.5015,3889261.45,-119.636175,35.117572,f,29,97,NA,NA,NA,c(806574.915758036, 3891261.99578209)
1337,3593,43966,0,NA,2018,above,shrub,216.8699951,3.5763299,686,4.08E-05,0.0025145,0.216859,380475,4070,259761.5015,3889301.45,-119.636186,35.117932,m,41.79,107,intact,202,29,c(806572.562138906, 3891301.90872002)
i,3695,44298,0,NA,2016,above,shrub,243.4349976,3.1996,687,2.01E-05,0.0020141,0.221126,379867,6288,259761.5015,3889321.45,-119.636192,35.118112,f,23.5,93,NA,NA,NA,c(806571.339741204, 3891321.86364808)
2,3353,56915,1,2310,2018,above,open,225,2.0248699,699,0.0010813,0.0298637,0.215399,380572,8316,259781.5015,3890081.45,-119.636194,35.124963,NA,NA,NA,NA,NA,NA,c(806545.450452968, 3892082.06852058)
80,4856,47618,0,NA,2018,above,shrub,236.3099976,2.5805399,691,5.20E-06,0,0.234517,380158,8744,259761.5015,3889521.45,-119.63625,35.119914,f,31.75,106,intact,186,4,c(806559.290570059, 3891521.64104)
841,5300,48946,0,NA,2017,below,shrub,243.4349976,1.60105,696,1.26E-05,0.0036853,0.236195,380298,5418,259761.5015,3889601.45,-119.636274,35.120634,f,42,109,"tail tipped, one egg",NA,NA,c(806554.400947003, 3891601.46076923)
g,53001,48946,0,NA,2016,below,open,243.4349976,1.60105,696,1.26E-05,0.0036853,0.236195,380298,5418,259761.5015,3889601.45,-119.636274,35.120634,m,NA,NA,NA,NA,NA,c(806554.400947003, 3891601.46076923)
47,5523,49610,0,NA,2018,below,shrub,315,5.5532498,694,0,0.0026077,0.237544,375903,4484,259761.5015,3889641.45,-119.636285,35.120994,NA,NA,NA,NA,NA,NA,c(806552.047302419, 3891641.37371873)
80,5872,50606,0,NA,2018,below,shrub,285.2550049,4.0760598,691,0,0.0043682,0.236994,378103,1878,259761.5015,3889701.45,-119.636303,35.121535,f,31.75,106,intact,186,4,c(806548.376322278, 3891701.34948476)
20,2089,38985,0,NA,2018,above,shrub,315,1.01275,681,2.97E-05,0.099091,0.229247,378940,3719,259741.5015,3889001.45,-119.636319,35.115225,f,33.69,108,intact,192,11,c(806570.591807777, 3891001.12065237)
i,6328,51934,0,NA,2016,below,shrub,243.4349976,3.1996,691,0,0.0140722,0.198518,379876,4725,259761.5015,3889781.45,-119.636326,35.122256,f,23.5,93,NA,NA,NA,c(806543.574093376, 3891781.2832726)
13,6439,52266,0,NA,2018,below,shrub,236.3099976,2.5805399,692,0,0.0261548,0.194219,380146,506,259761.5015,3889801.45,-119.636332,35.122436,m,36.69,113,intact,205,24,c(806542.351680165, 3891801.23820881)
ab,6548,52598,0,NA,2016,below,shrub,225,0.506415,692,0,0.0407127,0.203611,379794,159,259761.5015,3889821.45,-119.636337,35.122616,f,29,100,NA,NA,NA,c(806541.220435133, 3891821.19622824)
200,2459,40313,0,NA,2018,above,shrub,270,1.4321001,678,0.0011042,0.0438582,0.198738,378925,3936,259741.5015,3889081.45,-119.636342,35.115945,m,32.86,103,intact,213,10,c(806565.793606391, 3891080.94342756)
n,6656,52930,0,NA,2016,below,shrub,149.0359955,2.0871301,692,0,0.0218249,0.215447,380235,9645,259761.5015,3889841.45,-119.636343,35.122796,f,29,97,NA,NA,NA,c(806539.998020499, 3891841.15116513)
22,2666,40977,0,NA,2018,above,shrub,225,2.0248699,678,0.0014333,0.0917852,0.191382,379573,1163,259741.5015,3889121.45,-119.636353,35.116306,f,28.94,97,intact,190,27,c(806563.436337729, 3891120.96732195)
a,26661,40977,0,NA,2016,below,open,225,2.0248699,678,0.0014333,0.0917852,0.191382,379573,1163,259741.5015,3889121.45,-119.636353,35.116306,m,24.5,95,NA,NA,NA,c(806563.436337729, 3891120.96732195)
941,6867,53594,0,NA,2017,below,shrub,194.0359955,2.95035,694,1.40E-06,0.0038647,0.221872,380895,8540,259761.5015,3889881.45,-119.636355,35.123156,m,44,106,tail tipped,NA,NA,c(806537.553189401, 3891881.06103994)
93,2862,41641,0,NA,2018,above,shrub,194.0359955,2.95035,680,0.001053,0.0572153,0.204152,380286,5739,259741.5015,3889161.45,-119.636365,35.116666,m,38.95,112,regen,165,19,c(806560.991641969, 3891160.87717164)
2,3349,56582,1,2123,2018,above,open,203.1990051,2.7251401,698,0.0011841,0.0268939,0.216423,381013,6666,259761.5015,3890061.45,-119.636407,35.124778,NA,NA,NA,NA,NA,NA,c(806526.726247272, 3892060.88358623)
2,3347,56582,1,1901,2018,above,open,203.1990051,2.7251401,698,0.0011841,0.0268939,0.216423,381013,6666,259761.5015,3890061.45,-119.636407,35.124778,NA,NA,NA,NA,NA,NA,c(806526.726247272, 3892060.88358623)
2,3348,56582,1,1991,2018,above,open,203.1990051,2.7251401,698,0.0011841,0.0268939,0.216423,381013,6666,259761.5015,3890061.45,-119.636407,35.124778,NA,NA,NA,NA,NA,NA,c(806526.726247272, 3892060.88358623)
2,33501,56582,1,2175,2018,above,open,203.1990051,2.7251401,698,0.0011841,0.0268939,0.216423,381013,6666,259761.5015,3890061.45,-119.636407,35.124778,NA,NA,NA,NA,NA,NA,c(806526.726247272, 3892060.88358623)
2,33521,56914,1,2277,2018,above,open,188.1300049,2.5304899,699,0.0013748,0.0263795,0.219511,381097,8690,259761.5015,3890081.45,-119.636413,35.124958,NA,NA,NA,NA,NA,NA,c(806525.50382489, 3892080.83852721)
2,33512,56914,1,1843,2018,below,open,188.1300049,2.5304899,699,0.0013748,0.0263795,0.219511,381097,8690,259761.5015,3890081.45,-119.636413,35.124958,NA,NA,NA,NA,NA,NA,c(806525.50382489, 3892080.83852721)
ab,3351,56914,0,1843,2016,below,open,188.1300049,2.5304899,699,0.0013748,0.0263795,0.219511,381097,8690,259761.5015,3890081.45,-119.636413,35.124958,f,29,100,NA,NA,NA,c(806525.50382489, 3892080.83852721)
640,4752,47285,0,NA,2017,above,shrub,288.4349976,1.13226,690,0,3.58E-05,0.234518,379311,2059,259741.5015,3889501.45,-119.636464,35.119729,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(806540.47388993, 3891500.45308718)
40,4966,47949,0,NA,2018,above,shrub,201.8009949,3.8510301,692,3.00E-07,0.0020722,0.234103,381046,2999,259741.5015,3889541.45,-119.636475,35.120089,f,27.54,95,intact,192,17,c(806538.120341296, 3891540.36603243)
7,5299,48945,0,NA,2018,below,shrub,270,2.1475899,695,2.00E-07,0.0053371,0.234091,379738,2185,259741.5015,3889601.45,-119.636493,35.120629,NA,NA,NA,NA,NA,NA,c(806534.453255741, 3891600.23082888)
39,5408,49277,0,NA,2018,below,shrub,321.3399963,4.5761399,694,0,0.0070093,0.234543,376639,7440,259741.5015,3889621.45,-119.636499,35.12081,f,32.24,102,dropped,196,28,c(806533.227140788, 3891620.2967252)
19,5640,49941,0,NA,2018,below,shrub,309.2890015,5.07621,690,0,0.0014588,0.237879,376174,1864,259741.5015,3889661.45,-119.63651,35.12117,m,36.65,105,tipped,207,13,c(806530.873583194, 3891660.20967454)
841,5755,50273,0,NA,2017,below,shrub,275.1940002,3.94906,690,0,0.0027404,0.236877,378448,7699,259741.5015,3889681.45,-119.636516,35.12135,f,42,109,"tail tipped, one egg",NA,NA,c(806529.651218077, 3891680.16460839)
31,5986,50937,0,NA,2018,below,shrub,270,2.8624101,690,0,0.0294706,0.223763,379148,681,259741.5015,3889721.45,-119.636528,35.12171,m,32.73,101,regen,82,5,c(806527.206486013, 3891720.07447711)
b,59861,50937,0,NA,2016,below,open,270,2.8624101,690,0,0.0294706,0.223763,379148,681,259741.5015,3889721.45,-119.636528,35.12171,f,27,102,NA,NA,NA,c(806527.206486013, 3891720.07447711)
100,6101,51269,0,NA,2018,below,shrub,270,2.8624101,690,0,0.0244661,0.212566,379156,9717,259741.5015,3889741.45,-119.636533,35.12189,f,NA,98,tipped regen,173,1,c(806526.075288662, 3891740.03249464)
12B,2172,39316,0,NA,2018,above,shrub,333.4349976,3.1996,679,1.37E-05,0.0933104,0.226101,376924,9092,259721.5015,3889021.45,-119.636544,35.1154,m,28.76,94,intact,183,16,c(806549.420488891, 3891019.84568952)
130,2266,39648,0,NA,2018,above,shrub,329.0360107,2.0871301,678,9.10E-05,0.0549891,0.207429,377725,1400,259721.5015,3889041.45,-119.636549,35.11558,m,24.83,101,intact,210,30,c(806548.289365657, 3891039.80369458)
26,2359,39980,0,NA,2018,above,shrub,315,0.506415,678,0.000322,0.062775,0.198074,378821,3386,259721.5015,3889061.45,-119.636555,35.11576,m,37.34,105,intact,210,26,c(806547.067064951, 3891059.75861757)
80,2458,40312,0,NA,2018,above,shrub,-1,0,678,0.0005762,0.0583872,0.193089,379036,2565,259721.5015,3889081.45,-119.636561,35.115941,f,31.75,106,intact,186,4,c(806545.841012278, 3891079.82450433)
64,6761,53261,0,NA,2018,below,shrub,125.538002,3.0775199,694,0,0.0053241,0.226058,380180,5366,259741.5015,3889861.45,-119.636568,35.122971,m,32.48,104,intact,190,8,c(806518.828489325, 3891859.87615718)
7,67611,53261,0,NA,2018,below,open,125.538002,3.0775199,694,0,0.0053241,0.226058,380180,5366,259741.5015,3889861.45,-119.636568,35.122971,NA,NA,NA,NA,NA,NA,c(806518.828489325, 3891859.87615718)
9,1433,40976,1,1875,2018,above,shrub,180,1.4321001,678,0.0007334,0.0866754,0.193063,379680,4412,259721.5015,3889121.45,-119.636573,35.116301,f,26.85,94,intact,196,2,c(806543.39640779, 3891119.73435201)
480,7070,54257,0,NA,2017,below,shrub,171.8699951,2.5304899,696,5.87E-05,0.0033163,0.226456,381018,3413,259741.5015,3889921.45,-119.636586,35.123512,m,23,89,tail whole,NA,NA,c(806515.157620556, 3891919.85193347)
m,30701,42304,0,NA,2016,below,open,153.4349976,3.1996,683,9.65E-05,0.0107143,0.207905,380373,7392,259721.5015,3889201.45,-119.636596,35.117022,m,NA,103,NA,NA,NA,c(806538.594615111, 3891199.66809731)
31,7268,54921,0,NA,2018,below,shrub,270,1.4321001,697,0.0001836,0.0071559,0.236027,379926,9785,259741.5015,3889961.45,-119.636597,35.123872,m,32.73,101,regen,82,5,c(806512.804040372, 3891959.76489302)
p,72681,54921,0,NA,2016,below,open,270,1.4321001,697,0.0001836,0.0071559,0.236027,379926,9785,259741.5015,3889961.45,-119.636597,35.123872,f,41.5,104,NA,NA,NA,c(806512.804040372, 3891959.76489302)
56,2144,43300,1,1890,2018,above,open,149.0359955,2.0871301,685,9.09E-05,0.0022956,0.218666,380304,7638,259721.5015,3889261.45,-119.636613,35.117562,m,33.73,100,intact,210,9,c(806535.018870268, 3891259.53595788)
c,7545,55917,0,NA,2016,below,shrub,225,2.0248699,696,0.0005566,0.0239746,0.217212,380409,1370,259741.5015,3890021.45,-119.636615,35.124413,m,42.5,107,NA,NA,NA,c(806509.133161759, 3892019.74067442)
200,3490,43632,0,NA,2018,above,shrub,153.4349976,1.60105,685,8.25E-05,0.0029743,0.218265,380150,5397,259721.5015,3889281.45,-119.636619,35.117742,m,32.86,103,intact,213,10,c(806533.796562419, 3891279.49088461)
200,3490.1,43632,0,NA,2018,above,shrub,153.4349976,1.60105,685,8.25E-05,0.0029743,0.218265,380150,5397,259721.5015,3889281.45,-119.636619,35.117742,m,32.86,103,intact,213,10,c(806533.796562419, 3891279.49088461)
l,7729,56581,0,NA,2016,below,shrub,180,2.8624101,698,0.0012584,0.0272487,0.215331,381177,991,259741.5015,3890061.45,-119.636626,35.124773,uk,NA,NA,NA,NA,NA,c(806506.77957404, 3892059.65363739)
540,5298,48944,0,NA,2017,below,shrub,284.0360107,2.95035,694,0,0.0029046,0.229062,379069,3495,259721.5015,3889601.45,-119.636712,35.120625,NA,NA,NA,NA,NA,NA,c(806514.501811924, 3891599.11189621)
1337,5407,49276,0,NA,2018,below,shrub,322.125,4.0760598,693,0,0.0019773,0.230278,377027,1322,259721.5015,3889621.45,-119.636718,35.120805,m,41.79,107,intact,202,29,c(806513.279493058, 3891619.06682872)
26,19891,38651,0,NA,2018,below,open,-1,0,681,0,0.019673,0.235139,379414,3067,259701.5015,3888981.45,-119.636751,35.115035,m,37.34,105,intact,210,26,c(806531.9160221, 3890978.7060046)
d,2171,39315,0,NA,2016,above,shrub,0,2.8624101,679,0,0.10918,0.217082,377064,6995,259701.5015,3889021.45,-119.636763,35.115395,m,24,89,NA,NA,NA,c(806529.47151257, 3891018.61584823)
176,2265,39647,0,NA,2018,above,shrub,0,1.4321001,678,4.50E-06,0.0511403,0.203211,378087,2426,259701.5015,3889041.45,-119.636769,35.115576,NA,NA,NA,NA,NA,NA,c(806528.245505799, 3891038.68173398)
44,6760,53260,0,NA,2018,below,shrub,161.5650024,1.13226,695,0,0.0034024,0.230564,380468,5293,259721.5015,3889861.45,-119.636788,35.122967,m,32.7,98,kinked,176,6,c(806498.78645232, 3891858.75413723)
u,28601,41639,0,NA,2016,below,open,180,4.2891502,680,0.0001266,0.0848955,0.20942,380562,2370,259701.5015,3889161.45,-119.636804,35.116656,m,26,82,NA,NA,NA,c(806521.003134269, 3891158.41435727)
7,3174,42635,0,NA,2018,above,shrub,135,0.506415,684,6.73E-05,0.0055264,0.212876,379688,9798,259701.5015,3889221.45,-119.636821,35.117197,NA,NA,NA,NA,NA,NA,c(806517.42377559, 3891218.39317806)
16,33302,55252,1,1878,2018,below,open,293.1990051,2.7251401,696,0.0001206,0.0328956,0.235593,378932,2648,259721.5015,3889981.45,-119.636822,35.124048,f,27.52,103,intact,202,22,c(806491.631062359, 3891978.60089235)
22,3330,55252,0,1878,2018,below,open,293.1990051,2.7251401,696,0.0001206,0.0328956,0.235593,378932,2648,259721.5015,3889981.45,-119.636822,35.124048,f,28.94,97,intact,190,27,c(806491.631062359, 3891978.60089235)
64,3804,44627,0,NA,2018,above,shrub,135,3.5404799,687,9.20E-06,0.0004817,0.220311,380169,4642,259701.5015,3889341.45,-119.636856,35.118278,m,32.48,104,intact,190,8,c(806510.177615539, 3891338.23678317)
841,38041,44627,0,NA,2017,below,open,135,3.5404799,687,9.20E-06,0.0004817,0.220311,380169,4642,259701.5015,3889341.45,-119.636856,35.118278,f,42,109,"tail tipped, one egg",NA,NA,c(806510.177615539, 3891338.23678317)
b,4529,46619,0,NA,2016,above,shrub,288.4349976,1.13226,691,0,0.0015002,0.229417,379556,3833,259701.5015,3889461.45,-119.636891,35.119359,f,27,102,NA,NA,NA,c(806502.931430966, 3891458.08040053)
23,4750,47283,0,NA,2018,above,shrub,341.5650024,1.13226,690,0,0.0004165,0.232343,378938,4449,259701.5015,3889501.45,-119.636902,35.119719,f,14.2,108,intact,191,21,c(806500.578062447, 3891497.99334272)
640,4964,47947,0,NA,2017,above,shrub,225,2.0248699,691,0,0.0008946,0.228223,380407,7722,259701.5015,3889541.45,-119.636914,35.120079,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(806498.133519067, 3891537.90320402)
919,5520,49607,0,NA,2017,below,shrub,327.5289917,4.65874,691,0,0.004185,0.227208,376253,6447,259701.5015,3889641.45,-119.636943,35.12098,m,43,101,tail whole,NA,NA,c(806492.10956914, 3891637.79190895)
901,2560,40642,0,NA,2017,above,shrub,120.9639969,2.0871301,678,6.26E-05,0.0788607,0.206052,379303,1261,259681.5015,3889101.45,-119.637005,35.116111,f,23.5,88,tail whole,NA,NA,c(806504.721110953, 3891097.31978659)
26,6759,53259,0,NA,2018,below,shrub,261.8699951,2.5304899,694,0,0.0018854,0.234208,379785,497,259701.5015,3889861.45,-119.637007,35.122962,m,37.34,105,intact,210,26,c(806478.839334773, 3891857.52428063)
640,2664,40974,0,NA,2017,above,shrub,123.6900024,2.5805399,679,7.62E-05,0.0982449,0.214883,379509,7403,259681.5015,3889121.45,-119.637011,35.116291,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(806503.498896829, 3891117.27470995)
p,7068,54255,0,NA,2016,below,shrub,234.4620056,3.0775199,695,2.48E-05,0.0005694,0.234326,380454,3417,259701.5015,3889921.45,-119.637024,35.123502,f,41.5,104,NA,NA,NA,c(806475.263651714, 3891917.39217372)
31,7266,54919,0,NA,2018,below,shrub,296.5650024,1.60105,695,6.76E-05,0.0210277,0.235384,379235,5992,259701.5015,3889961.45,-119.637036,35.123863,m,32.73,101,regen,82,5,c(806472.815329471, 3891957.41301281)
p,7451,55583,0,NA,2016,below,shrub,153.4349976,1.60105,695,0.0001072,0.0398263,0.230675,380314,3862,259701.5015,3890001.45,-119.637048,35.124223,f,41.5,104,NA,NA,NA,c(806470.370756334, 3891997.32288975)
20,3691,44294,0,NA,2018,above,shrub,194.0359955,2.95035,687,2.13E-05,0.0010321,0.221447,380791,3852,259681.5015,3889321.45,-119.637069,35.118093,f,33.69,108,intact,192,11,c(806491.451567696, 3891317.05205314)
z,36911,44294,0,NA,2016,below,open,194.0359955,2.95035,687,2.13E-05,0.0010321,0.221447,380791,3852,259681.5015,3889321.45,-119.637069,35.118093,f,24,102,NA,NA,NA,c(806491.451567696, 3891317.05205314)
100,4288,45954,0,NA,2018,above,shrub,251.5650024,1.13226,691,0,0.0003257,0.227693,379982,237,259681.5015,3889421.45,-119.637098,35.118994,f,NA,98,tipped regen,173,1,c(806485.427877061, 3891416.94073751)
40,4409,46286,0,NA,2018,above,shrub,296.5650024,1.60105,691,0,0.0006778,0.225798,379289,4916,259681.5015,3889441.45,-119.637104,35.119174,f,27.54,95,intact,192,17,c(806484.205652536, 3891436.8956663)
25,4639,46950,0,NA,2018,above,shrub,296.5650024,1.60105,690,0,0.0010721,0.229184,379174,7586,259681.5015,3889481.45,-119.637116,35.119534,m,35.5,105,intact,195,20,c(806481.761201651, 3891476.80552492)
12,4749,47282,0,NA,2018,above,shrub,296.5650024,1.60105,690,0,0.0010944,0.228668,379202,631,259681.5015,3889501.45,-119.637122,35.119714,m,22.65,93,intact,196,15,c(806480.538975295, 3891496.76045474)
12,4852,47614,0,NA,2018,above,shrub,258.6900024,1.82533,690,0,0.0025181,0.226576,379804,8873,259681.5015,3889521.45,-119.637127,35.119894,m,22.65,93,intact,196,15,c(806479.407920141, 3891516.71846693)
12B,4963,47946,0,NA,2018,above,shrub,261.8699951,2.5304899,690,0,0.0025399,0.224085,379641,8528,259681.5015,3889541.45,-119.637133,35.120075,m,28.76,94,intact,183,16,c(806478.18194126, 3891536.78436089)
j,49631,47946,0,NA,2016,below,open,261.8699951,2.5304899,690,0,0.0025399,0.224085,379641,8528,259681.5015,3889541.45,-119.637133,35.120075,f,23,92,NA,NA,NA,c(806478.18194126, 3891536.78436089)
980,5405,49274,0,NA,2017,below,shrub,291.0379944,4.9751902,690,0,0.0057248,0.222391,377276,3953,259681.5015,3889621.45,-119.637156,35.120795,m,37,100,"tail tipped, mites",NA,NA,c(806473.384194806, 3891616.60716833)
64,5637,49938,0,NA,2018,below,shrub,315,3.5404799,689,0,0.0145673,0.216786,377472,640,259681.5015,3889661.45,-119.637168,35.121156,m,32.48,104,intact,190,8,c(806470.935980951, 3891656.62799654)
100,6211,51598,0,NA,2018,below,shrub,153.4349976,1.60105,689,0,0.009871,0.214908,380089,57,259681.5015,3889761.45,-119.637197,35.122056,f,NA,98,tipped regen,173,1,c(806464.91598289, 3891756.40574638)
30,22631,39645,0,NA,2018,below,open,-1,0,678,0,0.0650526,0.176918,379050,8200,259661.5015,3889041.45,-119.637207,35.115566,m,33.79,103,intact,212,7,c(806488.347639282, 3891036.2221833)
b,23561,39977,0,NA,2016,below,open,135,1.51893,679,4.50E-06,0.0964347,0.178283,379739,4422,259661.5015,3889061.45,-119.637213,35.115746,f,27,102,NA,NA,NA,c(806487.125471403, 3891056.17710532)
n,6652,52926,0,NA,2016,below,shrub,243.4349976,3.1996,693,0,0.0008009,0.23205,380148,1061,259681.5015,3889841.45,-119.63722,35.122777,f,29,97,NA,NA,NA,c(806460.114454468, 3891836.33953228)
w,2559,40641,0,NA,2016,above,shrub,123.6900024,2.5805399,679,3.40E-05,0.074758,0.205118,379545,3578,259661.5015,3889101.45,-119.637225,35.116106,m,48,109,NA,NA,NA,c(806484.681133815, 3891096.08695037)
z,6863,53590,0,NA,2016,below,shrub,255.9640045,2.95035,693,0,0.0027388,0.240143,379744,773,259681.5015,3889881.45,-119.637232,35.123137,f,24,102,NA,NA,NA,c(806457.669977513, 3891876.2494045)
n,3067,42301,0,NA,2016,above,shrub,168.6900024,1.82533,683,1.70E-05,0.0064339,0.216721,380121,1847,259661.5015,3889201.45,-119.637254,35.117007,f,29,97,NA,NA,NA,c(806478.657703524, 3891195.97561416)
960,7265,54918,0,NA,2017,below,shrub,315,0.506415,695,4.61E-05,0.0141638,0.232251,379675,9634,259681.5015,3889961.45,-119.637255,35.123858,m,46.5,110,tail tipped,NA,NA,c(806452.86843234, 3891956.18319858)
1337,31721,42633,0,NA,2018,below,open,315,0.506415,683,2.58E-05,0.0034814,0.218998,379040,8342,259661.5015,3889221.45,-119.637259,35.117187,m,41.79,107,intact,202,29,c(806477.526705386, 3891215.93362071)
c,3380,43297,0,NA,2016,above,shrub,261.8699951,2.5304899,683,4.05E-05,0.0032259,0.220687,379166,6718,259661.5015,3889261.45,-119.637271,35.117548,m,42.5,107,NA,NA,NA,c(806475.078606494, 3891255.95443462)
13,3690,44293,0,NA,2018,above,shrub,218.6600037,4.5761399,686,8.00E-06,0.0020121,0.222951,380489,3400,259661.5015,3889321.45,-119.637289,35.118088,m,36.69,113,intact,205,24,c(806471.412079616, 3891315.8192129)
